name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Beldum,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,10240,35,300,3,Iron Ball Pokémon,80,1250000,0.6,40,Dumbberダンバル,,374,35,60,30,steel,psychic,95.2,3,0,,"Instead of blood, magnetism flows through its body. When it’s feeling bad, try giving it a magnet. If you anger it, it will do more than rampage. It will also burst out strong magnetism, causing nearby machines to break. From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws. The cells in this Pokémon’s body are composed of magnetic material. Instead of blood, magnetic forces flow through Beldum’s body."
Metang,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,Metangメタング,,375,55,80,50,steel,psychic,202.5,3,0,,"With its two brains, it fires powerful psychic energy to stop its prey in their tracks. It flies at high speeds around the skies. When it finds its prey, Metang takes a firm grip with its sharp claws and never lets go. Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers. Using magnetic forces to stay aloft, this Pokémon flies at high speeds, weaving through harsh mountain terrain in pursuit of prey."
Metagross,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,Metagrossメタグロス,,376,105,110,110,steel,psychic,550.0,3,0,,"It boasts not only psychic powers but also fantastic strength. It grabs its prey with its four legs and holds them in place with its claws. It analyzes its opponents with more accuracy than a supercomputer, which enables it to calmly back them into a corner. Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy. Metagross is the result of the fusion of two Metang. This Pokémon defeats its opponents through use of its supercomputer-level brain."
Regirock,"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,Regirockレジロック,,377,50,100,50,rock,,230.0,3,1,,"Regirock was sealed away by people long ago. If this Pokémon’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself. Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations. Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost. Cutting-edge technology was used to study the internals of this Pokémon’s rock body, but nothing was found—not even a brain or a heart."
Regice,"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,20480,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,Regiceレジアイス,,378,100,200,50,ice,,175.0,3,1,,"Regice’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit. Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma. With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it. This Pokémon’s body is made of solid ice. It’s said that Regice was born beneath thick ice in the ice age."
Registeel,"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,20480,35,580,3,Iron Pokémon,150,1250000,1.9,80,Registeelレジスチル,,379,75,150,50,steel,,205.0,3,1,,"Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats. Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth. Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal. It’s rumored that this Pokémon was born deep underground in the planet’s mantle and that it emerged onto the surface 10,000 years ago."
Latias,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,30720,90,700,3,Eon Pokémon,120,1250000,1.4,80,Latiasラティアス,0.0,380,140,150,110,dragon,psychic,40.0,3,1,,"It communicates using telepathy. Its body is covered in down that refracts light to make it invisible. It can telepathically communicate with people. It changes its appearance using its down that refracts light. Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe. Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance."
Latios,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,30720,90,700,3,Eon Pokémon,100,1250000,2.0,80,Latiosラティオス,100.0,381,160,120,110,dragon,psychic,60.0,3,1,,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes. It understands human speech and is highly intelligent. It is a tender Pokémon that dislikes fighting. Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech. Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance."
Kyogre,['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,Kyogreカイオーガ,,382,180,160,90,water,,352.0,3,1,,"A mythical Pokémon said to have swelled the seas with rain and tidal waves. It battled with Groudon. It is said to have widened the seas by causing downpours. It had been asleep in a marine trench. Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise. Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature."
Groudon,['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,30720,0,770,3,Continent Pokémon,160,1250000,3.5,100,Groudonグラードン,,383,150,90,90,ground,,950.0,3,1,,"Said to have expanded the lands by evaporating water with raging heat. It battled titanically with Kyogre. This legendary Pokémon is said to represent the land. It went to sleep after dueling Kyogre. Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature. Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world."
Rayquaza,['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,30720,0,780,45,Sky High Pokémon,100,1250000,7.0,105,Rayquazaレックウザ,,384,180,100,115,dragon,flying,206.5,3,1,,"It lives in the ozone layer far above the clouds and cannot be seen from the ground. It flies in the ozone layer, way up high in the sky. Until recently, no one had ever seen it. Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon. It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve."
Jirachi,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,100,600,3,Wish Pokémon,100,1250000,0.3,100,Jirachiジラーチ,,385,100,100,100,steel,psychic,1.1,3,1,,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening. Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire. Once every 1,000 years, the singing of a pure voice will rouse this Pokémon from its near-perpetual slumber. It wakes for only seven days. It’s believed that when this Pokémon wakes from its 1,000-year slumber, it will grant any wishes written on the notes attached to its head."
Deoxys,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,30720,0,600,3,DNA Pokémon,90,1250000,1.7,50,Deoxysデオキシス,,386,95,90,180,psychic,,60.8,3,1,,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon. DNA from a space virus mutated and became a Pokémon. It appears where auroras are seen. The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain. Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokémon shoots lasers from the crystalline organ on its chest.
Turtwig,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,5120,70,318,45,Tiny Leaf Pokémon,64,1059860,0.4,55,Naetleナエトル,88.1,387,45,55,31,grass,,10.2,4,0,,"Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil. The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist. Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil. It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
Grotle,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,5120,70,405,45,Grove Pokémon,85,1059860,1.1,75,Hayashigameハヤシガメ,88.1,388,55,65,36,grass,,97.0,4,0,,"A GROTLE that lives in the forest is said to have its own secret springwater. It knows where pure water wells up. It carries fellow Pokémon there on its back. It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell. It knows where pure water wells up. It carries fellow Pokémon there on its back."
Torterra,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,5120,70,525,45,Continent Pokémon,105,1059860,2.2,95,Dodaitoseドダイトス,88.1,389,75,85,56,grass,ground,310.0,4,0,,"Ancient people imagined that beneath the ground, a gigantic TORTERRA dwelled. Some Pokémon are born on a Torterra’s back and spend their entire life there. Ancient people imagined that beneath the ground, a gigantic Torterra dwelled. Small Pokémon occasionally gather on its unmoving back to begin building their nests."
Chimchar,"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,5120,70,309,45,Chimp Pokémon,44,1059860,0.5,44,Hikozaruヒコザル,88.1,390,58,44,61,fire,,6.2,4,0,,"The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick. It is very agile. Before going to sleep, it extinguishes the flame on its tail to prevent fires. Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire. The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick."
Monferno,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,5120,70,405,45,Playful Pokémon,52,1059860,0.9,64,Moukazaruモウカザル,88.1,391,78,52,81,fire,fighting,22.0,4,0,,A bigger fire on its tail and a brighter blue pattern on its face means its rank in its pack is higher. It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance. It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance. It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.
Infernape,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,5120,70,534,45,Flame Pokémon,71,1059860,1.2,76,Goukazaruゴウカザル,88.1,392,104,71,108,fire,fighting,55.0,4,0,,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style. It uses unique fighting moves with fire on its hands and feet. It will take on any opponent. Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness. It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
Piplup,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,5120,70,314,45,Penguin Pokémon,53,1059860,0.4,53,Pochamaポッチャマ,88.1,393,61,56,40,water,,5.2,4,0,,"It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer. A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care. It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer. Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
Prinplup,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,5120,70,405,45,Penguin Pokémon,68,1059860,0.8,64,Pottaishiポッタイシ,88.1,394,81,76,50,water,,23.0,4,0,,"It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees. Because every Prinplup considers itself to be the most important, they can never form a group. It lives alone, away from others. Apparently, every one of them believes it is the most important. It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees."
Empoleon,"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor Pokémon,88,1059860,1.7,84,Emperteエンペルト,88.1,395,111,101,60,water,steel,84.5,4,0,,"It avoids unnecessary disputes, but it will decimate anything that threatens its pride. If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe. It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice. The three horns that extend from its beak attest to its power. The leader has the biggest horns."
